datetime,verified,followers_count,tweet_count,has_locations,last_close,last_vol,last_pct_change,target
2020-07-15 15:15:00,0.05555555555555555,16465.277777777777,18,0.6666666666666666,17.11,402498.0,-0.0034944670937683275,17.17
2020-07-15 15:30:00,0.03260869565217391,7134.260869565217,92,0.8695652173913043,17.17,213804.0,-0.004637681159420204,17.25
2020-07-15 15:45:00,0.013888888888888888,8031.194444444444,72,0.9027777777777778,17.25,302492.0,0.001736342994523854,17.2201
2020-07-15 16:00:00,0.0,4301.067164179104,134,0.8059701492537313,17.2201,298626.0,-0.0011542923433874865,17.24
2020-07-16 13:45:00,0.13333333333333333,38307.933333333334,15,0.8,16.75,54801.0,0.0029940119760478727,16.7
2020-07-16 14:00:00,0.047619047619047616,14191.17857142857,84,0.75,16.7,49150.0,0.0024009603841537164,16.66
2020-07-16 14:15:00,0.05,12860.3,60,0.8333333333333334,16.66,69963.0,-0.0018752284124063934,16.6913
2020-07-16 14:30:00,0.0379746835443038,7304.392405063291,79,0.810126582278481,16.6913,34524.0,0.0018787515006000175,16.66
2020-07-16 14:45:00,0.03508771929824561,7925.2807017543855,57,0.8771929824561403,16.66,28254.0,0.0015028554253080364,16.635
2020-07-16 15:00:00,0.040983606557377046,11004.737704918032,122,0.8114754098360656,16.635,50454.0,0.004723134905295856,16.5568
2020-07-16 15:15:00,0.02247191011235955,9826.303370786516,89,0.7865168539325843,16.5568,133113.0,0.0002899951667472145,16.552
2020-07-16 15:30:00,0.009259259259259259,4555.222222222223,108,0.7777777777777778,16.552,102600.0,-0.005885885885885789,16.65
2020-07-16 15:45:00,0.009708737864077669,6941.621359223301,103,0.7864077669902912,16.65,76971.0,-9.00819745969228e-05,16.6515
2020-07-16 16:00:00,0.022058823529411766,8008.764705882353,136,0.75,16.6515,143135.0,-0.001109778044391274,16.67
2020-07-17 09:30:00,0.058823529411764705,16353.338235294117,68,0.7794117647058824,16.69,3321.0,0.0011997600479902724,16.67
2020-07-17 09:45:00,0.025,7546.325,40,0.775,16.67,643.0,-0.0006115034591910318,16.6802
2020-07-17 10:00:00,0.0,5804.728395061728,81,0.7777777777777778,16.6802,205488.0,0.001813813813813958,16.65
2020-07-17 10:15:00,0.08823529411764706,32445.617647058825,68,0.6323529411764706,16.65,109191.0,0.0027100271002709064,16.605
2020-07-17 10:30:00,0.014925373134328358,3245.910447761194,67,0.7611940298507462,16.605,77041.0,0.006058770069675923,16.505
2020-07-17 10:45:00,0.028169014084507043,14119.25352112676,71,0.8450704225352113,16.505,171994.0,0.00030303030303024947,16.5
2020-07-17 11:00:00,0.023809523809523808,4983.988095238095,84,0.8095238095238095,16.5,103906.0,-0.003623188405797007,16.56
2020-07-17 11:15:00,0.02531645569620253,9480.45569620253,79,0.810126582278481,16.56,87034.0,0.0,16.56
2020-07-17 11:30:00,0.023529411764705882,7466.129411764706,85,0.788235294117647,16.56,59748.0,0.0012091898428052696,16.54
2020-07-17 11:45:00,0.0,3193.032786885246,61,0.7868852459016393,16.54,33022.0,0.0030321406913280673,16.49
2020-07-17 12:00:00,0.010638297872340425,7508.978723404255,94,0.7978723404255319,16.49,55486.0,0.0006067961165048262,16.48
