datetime,polarity,sentiment,verified,followers_count,tweet_count,has_locations,last_close,last_vol,last_pct_change,target
2020-07-15 15:15:00,0.06825396825396825,0.12797619047619047,0.05555555555555555,16465.277777777777,18,0.6666666666666666,17.11,402498.0,-0.0034944670937683275,17.17
2020-07-15 15:30:00,0.15582007967877534,0.20866483154526644,0.03260869565217391,7134.260869565217,92,0.8695652173913043,17.17,213804.0,-0.004637681159420204,17.25
2020-07-15 15:45:00,0.09950446929613599,0.24917127625460958,0.013888888888888888,8031.194444444444,72,0.9027777777777778,17.25,302492.0,0.001736342994523854,17.2201
2020-07-15 16:00:00,0.13147779769981263,0.25175814649695244,0.0,4301.067164179104,134,0.8059701492537313,17.2201,298626.0,-0.0011542923433874865,17.24
2020-07-16 13:45:00,0.11856902356902359,0.14739057239057238,0.13333333333333333,38307.933333333334,15,0.8,16.75,54801.0,0.0029940119760478727,16.7
2020-07-16 14:00:00,0.11261279174969652,0.21692726585583716,0.047619047619047616,14191.17857142857,84,0.75,16.7,49150.0,0.0024009603841537164,16.66
2020-07-16 14:15:00,0.08017496392496391,0.13449855699855698,0.05,12860.3,60,0.8333333333333334,16.66,69963.0,-0.0018752284124063934,16.6913
2020-07-16 14:30:00,0.12167847857721273,0.21267089216456306,0.0379746835443038,7304.392405063291,79,0.810126582278481,16.6913,34524.0,0.0018787515006000175,16.66
2020-07-16 14:45:00,0.09205653021442498,0.15604731525784157,0.03508771929824561,7925.2807017543855,57,0.8771929824561403,16.66,28254.0,0.0015028554253080364,16.635
2020-07-16 15:00:00,0.11310410900574834,0.19336465750400172,0.040983606557377046,11004.737704918032,122,0.8114754098360656,16.635,50454.0,0.004723134905295856,16.5568
2020-07-16 15:15:00,0.07988451935081149,0.18809868346385206,0.02247191011235955,9826.303370786516,89,0.7865168539325843,16.5568,133113.0,0.0002899951667472145,16.552
2020-07-16 15:30:00,0.12343691545080436,0.1980941469367395,0.009259259259259259,4555.222222222223,108,0.7777777777777778,16.552,102600.0,-0.005885885885885789,16.65
2020-07-16 15:45:00,0.13702247860014855,0.25948839994956496,0.009708737864077669,6941.621359223301,103,0.7864077669902912,16.65,76971.0,-9.00819745969228e-05,16.6515
2020-07-16 16:00:00,0.09676133711060182,0.17835206052117816,0.022058823529411766,8008.764705882353,136,0.75,16.6515,143135.0,-0.001109778044391274,16.67
