date,last_close,last_vol,last_pct_change,target
2020-08-17 16:00:00,16.8508,102021.0,4.7477744806956323e-05,16.85
2020-08-17 15:45:00,16.845,76746.0,-0.0003441973081397265,16.8508
2020-08-17 15:30:00,16.855,196994.0,0.0005936479667558725,16.845
2020-08-17 15:15:00,16.87,248734.0,0.000889943636902979,16.855
2020-08-17 15:00:00,16.895,42291.0,0.0014819205690574933,16.87
2020-08-17 14:45:00,16.89,68515.0,-0.00029594554601952705,16.895
2020-08-17 14:30:00,16.88,79029.0,-0.000592066311426942,16.89
2020-08-17 14:15:00,16.92,35743.0,0.0023696682464455776,16.88
2020-08-17 14:00:00,16.905,55784.0,-0.0008865248226950229,16.92
2020-08-17 13:45:00,16.93,46127.0,0.0014788524105293632,16.905
2020-08-17 13:30:00,16.96,63688.0,0.0017720023626699444,16.93
2020-08-17 13:15:00,16.955,70394.0,-0.00029481132075481753,16.96
2020-08-17 13:00:00,16.905,53450.0,-0.0029489826010025144,16.955
2020-08-17 12:45:00,16.91,49224.0,0.00029577048210582824,16.905
2020-08-17 12:30:00,16.9,74859.0,-0.0005913660555885158,16.91
2020-08-17 12:15:00,16.9301,75853.0,0.0017810650887575274,16.9
2020-08-17 12:00:00,16.9318,97117.0,0.00010041287411177713,16.9301
2020-08-17 11:45:00,16.94,84765.0,0.00048429582206277466,16.9318
2020-08-17 11:30:00,16.94,324471.0,0.0,16.94
2020-08-17 11:15:00,16.95,115080.0,0.0005903187721367775,16.94
2020-08-17 11:00:00,16.94,131691.0,-0.0005899705014748013,16.95
2020-08-17 10:45:00,16.975,163319.0,0.0020661157024792765,16.94
2020-08-17 10:30:00,16.99,399831.0,0.0008836524300439574,16.975
2020-08-17 10:15:00,16.995,383203.0,0.0002942907592702326,16.99
2020-08-17 10:00:00,17.14,501207.0,0.008531921153280386,16.995
2020-08-17 09:45:00,17.4,11741.0,0.015169194865810809,17.14
2020-08-17 09:30:00,17.47,6542.0,0.004022988505747227,17.4
2020-08-14 16:00:00,17.34,152825.0,-0.0014396775122371697,17.365
2020-08-14 15:45:00,17.33,151236.0,-0.0005767012687428741,17.34
2020-08-14 15:30:00,17.3027,82254.0,-0.0015753029428734466,17.33
2020-08-14 15:15:00,17.3265,65257.0,0.0013755078687140987,17.3027
2020-08-14 15:00:00,17.3101,72255.0,-0.0009465269962196654,17.3265
2020-08-14 14:45:00,17.345,48001.0,0.002016163973634022,17.3101
2020-08-14 14:30:00,17.345,369106.0,0.0,17.345
2020-08-14 14:15:00,17.37,65868.0,0.0014413375612569723,17.345
2020-08-14 14:00:00,17.36,57871.0,-0.0005757052389178119,17.37
2020-08-14 13:45:00,17.305,57517.0,-0.0031682027649769795,17.36
2020-08-14 13:30:00,17.31,90034.0,0.0002889338341518499,17.305
2020-08-14 13:15:00,17.2437,116604.0,-0.003830155979202665,17.31
2020-08-14 13:00:00,17.27,97448.0,0.001525194708792199,17.2437
2020-08-14 12:45:00,17.32,49507.0,0.0028951939779966462,17.27
2020-08-14 12:30:00,17.33,83204.0,0.0005773672055426893,17.32
2020-08-14 12:15:00,17.345,45353.0,0.0008655510675130706,17.33
2020-08-14 12:00:00,17.3647,93204.0,0.0011357739982704729,17.345
2020-08-14 11:45:00,17.34,58639.0,-0.0014224259561063102,17.3647
2020-08-14 11:30:00,17.29,59740.0,-0.0028835063437140374,17.34
2020-08-14 11:15:00,17.3,88254.0,0.0005783689994216523,17.29
2020-08-14 11:00:00,17.2665,124775.0,-0.0019364161849710904,17.3
2020-08-14 10:45:00,17.39,255456.0,0.00715257869284458,17.2665
2020-08-14 10:30:00,17.19,720100.0,-0.011500862564692294,17.39
2020-08-14 10:15:00,17.1716,79837.0,-0.00107038976148921,17.19
2020-08-14 10:00:00,17.13,383842.0,-0.0024226047660090844,17.1716
2020-08-14 09:45:00,17.18,3839.0,0.0029188558085231353,17.13
2020-08-14 09:30:00,17.16,2226.0,-0.0011641443538998875,17.18
2020-08-13 16:00:00,17.305,95669.0,0.0,17.305
2020-08-13 15:45:00,17.32,106561.0,0.0008668015024559939,17.305
2020-08-13 15:30:00,17.29,228397.0,-0.0017321016166282899,17.32
2020-08-13 15:15:00,17.26,67742.0,-0.001735106998264735,17.29
2020-08-13 15:00:00,17.27,103872.0,0.0005793742757820297,17.26
2020-08-13 14:45:00,17.32,122137.0,0.0028951939779966462,17.27
2020-08-13 14:30:00,17.38,37446.0,0.0034642032332563577,17.32
2020-08-13 14:15:00,17.3769,45802.0,-0.00017836593785958144,17.38
2020-08-13 14:00:00,17.3501,73386.0,-0.001542277391249236,17.3769
2020-08-13 13:45:00,17.425,33220.0,0.00431697800012687,17.3501
2020-08-13 13:30:00,17.4356,54107.0,0.0006083213773313556,17.425
2020-08-13 13:15:00,17.4,67365.0,-0.0020417995365804575,17.4356
2020-08-13 13:00:00,17.4,37397.0,0.0,17.4
2020-08-13 12:45:00,17.435,34654.0,0.0020114942528735025,17.4
